total_bonus,session_id,round_id,anchor,age,education,gender,nfctotal,rpstotal,round_payment,checks,round_score,round_num,live,checkBonus,bonusMissed,durationEstimation,delayEstimation,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime,day
0.44,2760,15514,2379,35,2,M,31,26,0.13,"['223', '2379']",2279,0,No,TRUE,1,45,1,4,20CD,2.23,1,5.77,0.75,Friday1
0.44,2760,15525,2500,35,2,M,31,26,0.12,"['462', '738', '1053', '1776', '2151', '2500']",2000,1,No,TRUE,1,45,1,4,20CD,4.44,4,2.01,0.75,Friday1
0.44,2760,15533,2687,35,2,M,31,26,0.13,"['318', '916', '1291', '2003', '2333', '2687']",2187,2,No,FALSE,1,45,1,4,20CD,5.0075,4,1.605,0.75,Friday1
0.44,2760,15536,1843,35,2,M,31,26,0.14,"['314', '746', '1386', '1843', '2034']",2409,3,No,TRUE,1,45,1,4,20CD,5.085,4,1.57,0.75,Friday1
0.44,2760,15540,2034,35,2,M,31,26,0.13,"['401', '806', '1064', '1742', '2034', '2329']",2205,4,No,TRUE,1,45,1,4,20CD,4.355,4,2.095,0.75,Friday1
0.44,2760,15543,1825,35,2,M,31,26,0.13,"['424', '863', '1037', '1810', '1825', '2170']",2155,5,No,TRUE,1,45,1,4,20CD,4.525,4,1.935,0.75,Friday1
0.58,2758,15508,1611,31,5,F,34,36,0.13,"['965', '1611', '2053']",2358,0,No,FALSE,0,30,5,2,5CD,9.65,1,-1.65,3,Friday1
0.58,2758,15529,1361,31,5,F,34,36,0.14,"['924', '1361', '1750']",2411,1,No,TRUE,0,30,5,2,5CD,8.75,2,-1.95,3,Friday1
0.58,2758,15535,2861,31,5,F,34,36,0.13,"['1106', '1962', '2106', '2861']",2361,2,Yes,TRUE,0,30,5,2,5CD,10.53,2,-4.01,3,Friday1
0.58,2758,15542,1360,31,5,F,34,36,0.13,"['958', '1360', '1875']",2285,3,No,TRUE,0,30,5,2,5CD,9.375,2,-2.715,3,Friday1
0.58,2758,15545,421,31,5,F,34,36,0.13,"['421', '1053']",2268,4,No,TRUE,0,30,5,2,5CD,7.623333333,3,-1.943333333,3,Friday1
0.58,2758,15548,133,31,5,F,34,36,0.13,"['133', '753']",2280,5,No,TRUE,0,30,5,2,5CD,6.6,4,-0.915,3,Friday1
0.31,2761,15521,2719,51,2,F,32,26,0.12,"['231', '492', '795', '1125', '1446', '1674', '1950', '2212', '2484', '2719', '2787']",1932,0,No,FALSE,2,60,25,5,30CD,2.76,9,2.762222222,0.5,Friday1
0.31,2761,15539,2061,51,2,F,32,26,0.09,"['147', '367', '541', '719', '840', '901', '954', '1083', '1250', '1435', '1590', '1772', '1890', '2022', '2061', '2143']",1318,1,No,FALSE,2,60,25,5,30CD,1.323809524,21,3.665238095,0.5,Friday1
0.31,2761,15546,2599,51,2,F,32,26,0.14,"['848', '2246', '2599']",2399,2,No,TRUE,2,60,25,5,30CD,8.48,1,-0.48,0.5,Friday1
0.31,2761,15550,2394,51,2,F,32,26,0.14,['2394'],2394,3,No,FALSE,2,60,25,5,30CD,0,1,8,0.5,Friday1
0.56,2764,15553,338,28,1,M,26,35,0.16,"['338', '344']",2894,0,No,TRUE,0,30,10,2,5CD,3.44,1,4.56,3,Friday1
0.56,2764,15559,2037,28,1,M,26,35,0.14,"['253', '829', '1621', '2037', '2178']",2459,2,No,TRUE,0,30,10,2,5CD,6.665,4,-1.2475,3,Friday1
0.56,2764,15563,1372,28,1,M,26,35,0.12,"['954', '1372', '2234']",1938,3,No,TRUE,0,30,10,2,5CD,9.54,1,-1.54,3,Friday1
0.56,2764,15566,242,28,1,M,26,35,0.13,"['242', '878']",2264,4,No,TRUE,0,30,10,2,5CD,7.473333333,3,-1.39,3,Friday1
0.56,2764,15568,2367,28,1,M,26,35,0.14,"['1106', '1803', '2367', '2643']",2424,5,No,TRUE,0,30,10,2,5CD,13.215,2,-6.695,3,Friday1
0.5,2765,15557,2873,42,3,M,13,7,0.1,"['56', '261', '568', '803', '1166', '1340', '1659', '1871', '2212', '2348', '2560', '2689', '2837', '2873', '2965']",1508,0,No,FALSE,0,20,12,3,15CD,2.182307692,13,2.896923077,1,Friday1
0.5,2765,15561,671,42,3,M,13,7,0.13,"['45', '227', '496', '671', '935']",2336,1,No,TRUE,0,20,12,3,15CD,2.496363636,11,3.022727273,1,Friday1
0.5,2765,15564,741,42,3,M,13,7,0.15,"['90', '310', '741', '795']",2646,2,No,TRUE,0,20,12,3,15CD,3.058888889,9,2.457777778,1,Friday1
0.5,2765,15569,2531,42,3,M,13,7,0.14,"['303', '2531']",2431,4,No,TRUE,0,20,12,3,15CD,3.03,1,4.97,1,Friday1
0.5,2765,15572,330,42,3,M,13,7,0.05,"['132', '330']",230,5,No,TRUE,0,20,12,3,15CD,1.32,1,6.68,1,Friday1
0.4,2766,15583,2282,39,4,F,16,21,0.13,"['965', '2282']",2182,5,No,TRUE,1,20,1,4,20CD,9.65,1,-1.65,0.75,Friday1
0.44,2770,15587,318,37,2,F,26,24,0.15,"['318', '378']",2840,0,No,FALSE,0,12,1,2,5CD,3.78,1,4.22,3,Friday1
0.44,2770,15588,1620,37,2,F,26,24,0.1,"['500', '1620']",1520,1,No,TRUE,0,12,1,2,5CD,5,1,3,3,Friday1
0.44,2770,15589,955,37,2,F,26,24,0.14,"['955', '1363']",2492,2,No,TRUE,0,12,1,2,5CD,13.63,1,-5.63,3,Friday1
0.44,2770,15590,2614,37,2,F,26,24,0.14,"['1276', '2614']",2514,3,No,TRUE,0,12,1,2,5CD,12.76,1,-4.76,3,Friday1
0.44,2770,15591,619,37,2,F,26,24,0.12,"['619', '1424']",2095,4,No,TRUE,0,12,1,2,5CD,14.24,1,-6.24,3,Friday1
0.44,2770,15592,252,37,2,F,26,24,0.05,['252'],252,5,No,TRUE,0,12,1,2,5CD,0,1,8,3,Friday1
0.45,2771,15593,847,21,2,F,35,42,0.07,['847'],847,0,No,FALSE,1,30,15,3,15CD,0,1,8,1,Friday1
0.45,2771,15594,2995,21,2,F,35,42,0.11,"['109', '318', '575', '837', '1083', '1371', '1625', '1856', '2109', '2329', '2511', '2681', '2886', '2995']",1695,1,No,TRUE,1,30,15,3,15CD,2.405,12,2.455833333,1,Friday1
0.45,2771,15595,2303,21,2,F,35,42,0.07,"['87', '185', '265', '363', '465', '556', '640', '723', '821', '939', '1053', '1136', '1272', '1371', '1492', '1609', '1708', '1829', '1928', '2026', '2125', '2242', '2303', '2344']",659,2,No,FALSE,1,30,15,3,15CD,1.01962963,27,4.105555556,1,Friday1
0.45,2771,15598,1179,21,2,F,35,42,0.14,"['329', '856', '1179', '1397']",2482,3,No,TRUE,1,30,15,3,15CD,5.0925,4,1.4325,1,Friday1
0.45,2771,15600,85,21,2,F,35,42,0.15,"['85', '310']",2675,4,No,TRUE,1,30,15,3,15CD,5.1225,4,1.4625,1,Friday1
0.45,2771,15603,1534,21,2,F,35,42,0.12,"['401', '859', '1465', '1534', '2056']",2078,5,No,TRUE,1,30,15,3,15CD,5.28,5,0.544,1,Friday1
0.53,2773,15597,2126,53,4,F,43,19,0.11,"['393', '746', '1079', '1390', '1712', '2075', '2126', '2386']",1840,0,Yes,TRUE,0,9,1,5,30CD,3.408571429,7,2.202857143,0.5,Friday1
0.53,2773,15602,2035,53,4,F,43,19,0.11,"['178', '575', '742', '1208', '1344', '1731', '1871', '2035', '2401']",1634,1,Yes,TRUE,0,9,1,5,30CD,3.00125,8,3.035,0.5,Friday1
0.53,2773,15605,2195,53,4,F,43,19,0.11,"['265', '348', '617', '704', '1151', '1246', '1753', '1833', '2151', '2195', '2462']",1733,2,No,TRUE,0,9,1,5,30CD,2.735555556,9,3.366666667,0.5,Friday1
0.53,2773,15607,1701,53,4,F,43,19,0.12,"['428', '1068', '1590', '1701', '2363']",1938,3,No,TRUE,0,9,1,5,30CD,5.3,3,1.353333333,0.5,Friday1
0.53,2773,15608,599,53,4,F,43,19,0.15,"['599', '856']",2643,4,No,TRUE,0,9,1,5,30CD,6.31,3,0.106666667,0.5,Friday1
0.53,2773,15610,1624,53,4,F,43,19,0.14,"['405', '731', '1303', '1624', '1659']",2565,5,No,TRUE,0,9,1,5,30CD,4.1475,4,2.525,0.5,Friday1
0.58,2776,15618,373,54,5,M,37,13,0.15,"['373', '428']",2845,0,No,TRUE,0,44,1,2,5CD,6.45,3,0.523333333,3,Friday1
0.58,2776,15620,1604,54,5,M,37,13,0.14,"['571', '1193', '1604', '1795']",2509,1,No,TRUE,0,44,1,2,5CD,5.983333333,3,0.816666667,3,Friday1
0.58,2776,15622,2548,54,5,M,37,13,0.13,"['613', '1238', '1780', '2303', '2548']",2148,2,No,TRUE,0,44,1,2,5CD,5.933333333,3,0.866666667,3,Friday1
0.58,2776,15624,731,54,5,M,37,13,0.14,"['534', '731', '1143']",2388,3,No,TRUE,0,44,1,2,5CD,6.046666667,3,0.513333333,3,Friday1
0.58,2776,15626,1238,54,5,M,37,13,0.13,"['571', '1102', '1238', '1693']",2245,4,No,TRUE,0,44,1,2,5CD,5.4525,4,0.4825,3,Friday1
0.58,2776,15629,1189,54,5,M,37,13,0.13,"['568', '1056', '1189', '1526']",2363,5,No,TRUE,0,44,1,2,5CD,4.97,4,1.14,3,Friday1
0.45,2777,15628,465,24,4,F,30,34,0.15,"['465', '693']",2672,0,No,TRUE,1,15,15,3,15CD,6.91,2,0.15,1,Friday1
0.45,2777,15630,2477,24,4,F,30,34,0.12,"['564', '1083', '1628', '2159', '2477']",2077,1,No,TRUE,1,15,15,3,15CD,5.426666667,3,1.053333333,1,Friday1
0.45,2777,15631,396,24,4,F,30,34,0.15,"['396', '465']",2831,2,No,FALSE,1,15,15,3,15CD,5.598,5,0.17,1,Friday1
0.45,2777,15632,2272,24,4,F,30,34,0.13,"['344', '746', '1083', '1511', '2030', '2272', '2454']",2218,3,No,TRUE,1,15,15,3,15CD,4.09,6,1.796666667,1,Friday1
0.45,2777,15633,505,24,4,F,30,34,0.14,"['390', '505', '818']",2487,4,No,TRUE,1,15,15,3,15CD,3.856666667,6,2.108333333,1,Friday1
0.45,2777,15635,1031,24,4,F,30,34,0.13,"['310', '647', '992', '1031', '1329']",2302,5,No,TRUE,1,15,15,3,15CD,3.532857143,7,2.248571429,1,Friday1
0.6,2778,15634,2870,28,5,M,33,35,0.14,"['465', '1003', '1617', '2378', '2870']",2470,0,No,TRUE,0,20,15,4,20CD,5.39,3,1.263333333,0.75,Friday1
0.6,2778,15636,2439,28,5,M,33,35,0.13,"['689', '1412', '2181', '2439', '2681']",2358,1,No,TRUE,0,20,15,4,20CD,7.27,3,-0.796666667,0.75,Friday1
0.6,2778,15637,2060,28,5,M,33,35,0.13,"['803', '1727', '2060', '2462']",2298,2,No,TRUE,0,20,15,4,20CD,8.635,2,-1.715,0.75,Friday1
0.6,2778,15638,1440,28,5,M,33,35,0.14,"['772', '1440', '1628']",2612,3,No,TRUE,0,20,15,4,20CD,8.14,2,-1.22,0.75,Friday1
0.6,2778,15640,281,28,5,M,33,35,0.14,"['281', '768']",2413,4,No,TRUE,0,20,15,4,20CD,8.5,2,-1.58,0.75,Friday1
0.6,2778,15642,103,28,5,M,33,35,0.13,"['103', '704']",2299,5,No,TRUE,0,20,15,4,20CD,6.965,2,0.095,0.75,Friday1
0.6,2779,15641,1968,50,5,F,34,32,0.1,"['7', '128', '337', '1968']",1468,1,Yes,TRUE,0,45,1,5,30CD,1.685,2,6.315,0.5,Friday1
0.6,2779,15644,2823,50,5,F,34,32,0.15,['2823'],2823,2,No,TRUE,0,45,1,5,30CD,0,1,8,0.5,Friday1
0.6,2779,15646,556,50,5,F,34,32,0.15,"['556', '727']",2729,3,No,TRUE,0,45,1,5,30CD,7.27,1,0.73,0.5,Friday1
0.6,2779,15647,976,50,5,F,34,32,0.15,"['976', '1075']",2801,4,No,TRUE,0,45,1,5,30CD,10.75,1,-2.75,0.5,Friday1
0.6,2779,15649,356,50,5,F,34,32,0.13,"['356', '1056']",2200,5,No,TRUE,0,45,1,5,30CD,10.56,1,-2.56,0.5,Friday1
0.57,2783,15657,2629,25,5,M,41,27,0.12,"['772', '1045', '1530', '1946', '2575', '2629']",1929,0,Yes,FALSE,0,20,15,3,15CD,4.865,4,1.175,1,Friday1
0.57,2783,15661,2506,25,5,M,41,27,0.14,"['469', '909', '1181', '1757', '2506', '2553']",2453,1,No,TRUE,0,20,15,3,15CD,4.3925,4,2.1675,1,Friday1
0.57,2783,15665,2861,25,5,M,41,27,0.13,"['742', '1295', '1946', '2181', '2681', '2861']",2361,2,No,TRUE,0,20,15,3,15CD,5.4525,4,0.585,1,Friday1
0.57,2783,15667,485,25,5,M,41,27,0.14,"['485', '840']",2545,3,No,TRUE,0,20,15,3,15CD,5.51,4,0.19,1,Friday1
0.57,2783,15670,1527,25,5,M,41,27,0.12,"['772', '1409', '1527', '2053']",2074,4,No,TRUE,0,20,15,3,15CD,4.696666667,3,1.683333333,1,Friday1
0.57,2783,15673,91,25,5,M,41,27,0.12,"['91', '992']",1999,5,No,TRUE,0,20,15,3,15CD,8.065,2,-1.405,1,Friday1
0.47,2784,15664,1646,23,4,F,36,26,0.14,"['363', '981', '1646', '1651']",2495,0,Yes,TRUE,1,20,15,4,20CD,6.666666667,3,0.08,0.75,Friday1
0.47,2784,15668,1099,23,4,F,36,26,0.12,"['443', '875', '1099', '1606']",1993,1,Yes,TRUE,1,20,15,4,20CD,5.983333333,3,0.54,0.75,Friday1
0.47,2784,15671,250,23,4,F,36,26,0.13,"['250', '924']",2226,2,No,FALSE,1,20,15,4,20CD,6.133333333,3,0.283333333,0.75,Friday1
0.47,2784,15672,879,23,4,F,36,26,0.13,"['753', '879', '1393']",2286,3,No,TRUE,1,20,15,4,20CD,6.666666667,3,-0.286666667,0.75,Friday1
0.47,2784,15675,2111,23,4,F,36,26,0.14,"['1022', '1280', '1912', '2111', '2268']",2443,4,No,TRUE,1,20,15,4,20CD,6.373333333,3,-0.05,0.75,Friday1
0.47,2784,15676,611,23,4,F,36,26,0.14,"['611', '901']",2610,5,No,TRUE,1,20,15,4,20CD,5.7375,4,0.075,0.75,Friday1
0.47,2782,15656,1336,23,2,F,32,29,0.14,"['473', '1000', '1336', '1477']",2559,0,No,TRUE,1,45,10,2,5CD,4.476,5,1.392,3,Friday1
0.47,2782,15662,2041,23,2,F,32,29,0.13,"['568', '1242', '1905', '2041', '2488']",2153,1,No,TRUE,1,45,10,2,5CD,6.35,3,0.45,3,Friday1
0.47,2782,15666,2664,23,2,F,32,29,0.13,"['1121', '2094', '2664']",2264,2,Yes,FALSE,1,45,10,2,5CD,11.21,1,-3.21,3,Friday1
0.47,2782,15669,2775,23,2,F,32,29,0.14,"['734', '1409', '1965', '2575', '2775']",2375,3,No,TRUE,1,45,10,2,5CD,6.55,3,-0.076666667,3,Friday1
0.47,2782,15674,2995,23,2,F,32,29,0.14,"['1473', '1958', '2359', '2662', '2863', '2995']",2495,4,No,TRUE,1,45,10,2,5CD,6.655,4,-1.715,3,Friday1
0.47,2782,15677,1789,23,2,F,32,29,0.13,"['1469', '1789', '2276']",2313,5,No,TRUE,1,45,10,2,5CD,11.38,2,-4.88,3,Friday1
0.39,2785,15678,1530,29,2,M,26,36,0.15,"['492', '1530', '1621']",2709,0,No,FALSE,1,30,29,5,30CD,8.105,2,-0.785,0.5,Friday1
0.39,2785,15679,2891,29,2,M,26,36,0.14,"['848', '2075', '2867', '2891']",2591,1,No,FALSE,1,30,29,5,30CD,10.375,2,-3.455,0.5,Friday1
0.39,2785,15680,1709,29,2,M,26,36,0.11,"['1162', '1709', '2871']",1638,2,No,TRUE,1,30,29,5,30CD,11.62,1,-3.62,0.5,Friday1
0.39,2785,15681,273,29,2,M,26,36,0.14,"['273', '746']",2427,3,No,TRUE,1,30,29,5,30CD,7.46,1,0.54,0.5,Friday1
0.39,2785,15682,36,29,2,M,26,36,0.11,"['36', '1068']",1868,4,No,TRUE,1,30,29,5,30CD,14.39,2,-7.87,0.5,Friday1
0.39,2785,15683,61,29,2,M,26,36,0.11,"['61', '1007']",1854,5,No,TRUE,1,30,29,5,30CD,5.035,2,1.625,0.5,Friday1
0.4,2789,15697,2901,60,4,F,45,11,0.13,"['742', '1344', '1852', '2219', '2901']",2201,0,No,FALSE,1,45,10,3,15CD,3.086666667,6,3.111666667,1,Friday1
0.4,2789,15698,139,60,4,F,45,11,0.11,"['139', '1257']",1682,1,No,TRUE,1,45,10,3,15CD,6.436666667,3,-0.003333333,1,Friday1
0.4,2789,15699,1970,60,4,F,45,11,0.13,"['412', '1030', '1579', '1970', '2268']",2302,2,No,TRUE,1,45,10,3,15CD,5.263333333,3,1.483333333,1,Friday1
0.4,2789,15700,986,60,4,F,45,11,0.11,"['359', '946', '986', '1590']",1796,3,No,FALSE,1,45,10,3,15CD,2.65,6,4.01,1,Friday1
0.4,2789,15702,1083,60,4,F,45,11,0.12,"['500', '1075', '1083', '1719']",1964,4,No,TRUE,1,45,10,3,15CD,4.2975,4,1.6975,1,Friday1
0.4,2789,15704,2517,60,4,F,45,11,0.12,"['564', '1178', '1693', '2424', '2517']",2017,5,No,TRUE,1,45,10,3,15CD,4.2325,4,2.4675,1,Friday1
0.51,2790,15701,616,27,2,M,18,7,0.06,['616'],616,0,No,FALSE,0,12,1,4,20CD,0,1,8,0.75,Friday1
0.51,2790,15703,1944,27,2,M,18,7,0.11,"['45', '1944']",1844,1,No,TRUE,0,12,1,4,20CD,0.45,1,7.55,0.75,Friday1
0.51,2790,15706,309,27,2,M,18,7,0.15,"['37', '309', '310']",2799,2,No,TRUE,0,12,1,4,20CD,0.37,1,7.63,0.75,Friday1
0.51,2790,15708,1629,27,2,M,18,7,0.09,"['568', '795', '844', '1629']",1329,3,No,TRUE,0,12,1,4,20CD,4.22,2,2.7,0.75,Friday1
0.51,2790,15709,2120,27,2,M,18,7,0.11,"['431', '462', '1587', '2120', '2920']",1800,4,No,TRUE,0,12,1,4,20CD,9.733333333,3,-3.21,0.75,Friday1
0.51,2790,15711,1127,27,2,M,18,7,0.14,"['674', '1127', '1484']",2443,5,No,TRUE,0,12,1,4,20CD,7.42,2,-0.36,0.75,Friday1
0.49,2791,15705,878,39,4,M,32,23,0.12,"['98', '340', '507', '833', '878', '1098']",2080,0,Yes,FALSE,0,25,30,5,30CD,2.89,10,1.968,0.5,Friday1
0.49,2791,15707,1306,39,4,M,32,23,0.09,"['64', '147', '268', '352', '416', '556', '693', '772', '806', '962', '1189', '1276', '1306', '1439']",1367,1,Yes,TRUE,0,25,30,5,30CD,1.273043478,23,3.927391304,0.5,Friday1
0.49,2791,15710,860,39,4,M,32,23,0.13,"['246', '439', '727', '860', '1090']",2170,2,Yes,TRUE,0,25,30,5,30CD,3.224285714,7,2.892857143,0.5,Friday1
0.49,2791,15712,545,39,4,M,32,23,0.14,"['143', '397', '545', '643']",2402,3,Yes,TRUE,0,25,30,5,30CD,3.89,7,2.39,0.5,Friday1
0.49,2791,15713,2304,39,4,M,32,23,0.1,"['185', '428', '704', '950', '1196', '1382', '2304']",1504,4,Yes,TRUE,0,25,30,5,30CD,2.392,5,4.368,0.5,Friday1
0.49,2791,15715,669,39,4,M,32,23,0.13,"['234', '545', '669', '901']",2268,5,Yes,TRUE,0,25,30,5,30CD,3.571666667,6,2.7,0.5,Friday1
0.45,2794,15722,1431,40,5,M,41,25,0.09,['1431'],1231,0,Yes,TRUE,1,20,5,2,5CD,0,1,8,3,Friday1
0.45,2794,15725,2824,40,5,M,41,25,0.14,"['666', '1488', '1916', '2234', '2824']",2424,1,No,TRUE,1,20,5,2,5CD,6.386666667,3,-0.013333333,3,Friday1
0.45,2794,15727,461,40,5,M,41,25,0.14,"['461', '787']",2574,2,No,FALSE,1,20,5,2,5CD,6.1625,4,-0.4775,3,Friday1
0.45,2794,15735,2084,40,5,M,41,25,0.14,"['753', '1587', '2084', '2200']",2584,3,No,TRUE,1,20,5,2,5CD,7.333333333,3,-1.17,3,Friday1
0.45,2794,15739,1063,40,5,M,41,25,0.12,"['1018', '1063', '1943']",1920,4,No,TRUE,1,20,5,2,5CD,9.715,2,-3.055,3,Friday1
0.45,2794,15743,21,40,5,M,41,25,0.13,"['21', '784']",2137,5,No,TRUE,1,20,5,2,5CD,5.906666667,3,0.59,3,Friday1
0.46,2796,15724,2953,31,3,F,27,26,0.14,"['136', '462', '723', '931', '1250', '2953']",2453,0,No,FALSE,1,3,1,4,20CD,2.3275,4,4.7925,0.75,Friday1
0.46,2796,15728,2970,31,3,F,27,26,0.13,"['409', '1018', '1530', '2000', '2477', '2795', '2970', '2996']",2274,1,No,TRUE,1,3,1,4,20CD,4.658333333,6,0.648333333,0.75,Friday1
0.46,2796,15734,363,31,3,F,27,26,0.14,"['64', '170', '340', '363', '496']",2467,2,No,FALSE,1,3,1,4,20CD,1.526842105,19,3.704736842,0.75,Friday1
0.46,2796,15738,1708,31,3,F,27,26,0.12,"['181', '405', '571', '833', '1049', '1250', '1454', '1617', '1708', '1753']",2055,3,No,TRUE,1,3,1,4,20CD,2.094615385,13,3.252307692,0.75,Friday1
0.46,2796,15742,1485,31,3,F,27,26,0.12,"['367', '659', '1087', '1420', '1485', '1878']",2107,4,No,TRUE,1,3,1,4,20CD,3.651428571,7,1.911428571,0.75,Friday1
0.46,2796,15745,476,31,3,F,27,26,0.15,"['476', '587']",2789,5,No,TRUE,1,3,1,4,20CD,6.0875,4,0,0.75,Friday1
0.47,2800,15754,2334,34,5,F,40,15,0.13,['2334'],2334,0,No,FALSE,1,10,1,2,5CD,0,1,8,3,Friday1
0.47,2800,15759,1070,34,5,F,40,15,0.14,"['950', '1070', '1337']",2533,1,No,TRUE,1,10,1,2,5CD,13.37,1,-5.37,3,Friday1
0.47,2800,15764,2959,34,5,F,40,15,0.15,"['1428', '2959']",2859,2,No,TRUE,1,10,1,2,5CD,14.28,1,-6.28,3,Friday1
0.47,2800,15772,1938,34,5,F,40,15,0.11,"['803', '1938']",1838,4,No,TRUE,1,10,1,2,5CD,8.03,1,-0.03,3,Friday1
0.47,2800,15776,546,34,5,F,40,15,0.13,"['546', '1215']",2231,5,No,TRUE,1,10,1,2,5CD,12.15,1,-4.15,3,Friday1
0.35,2801,15760,402,22,2,F,36,18,0.14,"['106', '250', '378', '402', '492']",2510,0,No,TRUE,0,30,15,3,15CD,0.996551724,29,3.615172414,1,Friday1
0.35,2801,15765,329,22,2,F,36,18,0.13,"['41', '94', '170', '234', '321', '329', '382']",2347,1,No,TRUE,0,30,15,3,15CD,0.687142857,42,4.193809524,1,Friday1
0.35,2801,15771,1498,22,2,F,36,18,0.07,"['45', '90', '128', '174', '227', '295', '382', '458', '545', '606', '647', '731', '818', '897', '950', '1034', '1125', '1193', '1280', '1348', '1424', '1488', '1498', '1537']",661,2,No,TRUE,0,30,15,3,15CD,0.71,40,4.42225,1,Friday1
0.35,2801,15778,1604,22,2,F,36,18,0.07,"['49', '98', '162', '212', '287', '390', '439', '511', '594', '681', '765', '875', '946', '1053', '1132', '1212', '1306', '1390', '1488', '1583', '1604', '1678']",826,3,No,TRUE,0,30,15,3,15CD,0.845757576,33,4.376666667,1,Friday1
0.35,2801,15783,2622,22,2,F,36,18,0.06,"['109', '219', '321', '431', '522', '609', '704', '810', '924', '1045', '1147', '1242', '1337', '1454', '1587', '1715', '1829', '1969', '2087', '2212', '2337', '2420', '2549', '2622', '2651']",571,4,No,TRUE,0,30,15,3,15CD,1.1148,25,4.0572,1,Friday1
0.35,2801,15787,501,22,2,F,36,18,0.15,"['265', '501', '670']",2631,5,No,TRUE,0,30,15,3,15CD,3.468571429,7,2.031428571,1,Friday1
0.18,2795,15729,1546,20,1,F,34,31,0.01,"['3', '45', '90', '136', '174', '223', '261', '295', '337', '375', '424', '465', '518', '541', '598', '628', '666', '704', '746', '780', '852', '901', '943', '996', '1041', '1090', '1159', '1178', '1231', '1268', '1291', '1337', '1382', '1412', '1446', '1484', '1515', '1546', '1556']",-810,0,No,TRUE,1,45,6,3,15CD,0.432028986,69,4.338985507,1,Friday1
0.18,2795,15740,295,20,1,F,34,31,0.11,"['7', '41', '90', '132', '159', '185', '215', '246', '261', '295']",1800,1,Yes,TRUE,1,45,6,3,15CD,0.328351648,91,4.366703297,1,Friday1
0.18,2795,15744,2552,20,1,F,34,31,0,"['26', '60', '87', '90', '132', '170', '204', '227', '253', '280', '306', '337', '359', '371', '382', '416', '435', '484', '488', '526', '549', '602', '606', '636', '662', '678', '704', '750', '787', '810', '829', '856', '897', '905', '943', '969', '1003', '1022', '1056', '1090', '1117', '1140', '1170', '1208', '1242', '1276', '1310', '1337', '1359', '1382', '1409', '1431', '1458', '1488', '1511', '1541', '1575', '1590', '1606', '1636', '1666', '1704', '1727', '1757', '1776', '1814', '1856', '1905', '1928', '1969', '1984', '2030', '2041', '2087', '2117', '2151', '2189', '2204', '2242', '2268', '2284', '2325', '2344', '2382', '2409', '2439', '2477', '2518', '2534', '2552', '2571']",-6219,2,Yes,FALSE,1,45,6,3,15CD,0.295841584,101,4.58049505,1,Friday1
0.18,2795,15756,702,20,1,F,34,31,0.08,"['0', '30', '71', '113', '166', '212', '246', '280', '337', '375', '416', '450', '511', '556', '606', '647', '693', '702', '738']",964,3,Yes,TRUE,1,45,6,3,15CD,0.404657534,73,4.364794521,1,Friday1
0.18,2795,15762,672,20,1,F,34,31,0.07,"['0', '22', '53', '90', '136', '174', '212', '257', '287', '321', '352', '397', '431', '484', '526', '553', '575', '609', '640', '672', '678']",794,4,Yes,TRUE,1,45,6,3,15CD,0.353294118,85,4.347647059,1,Friday1
0.18,2795,15773,1661,20,1,F,34,31,0,"['0', '30', '64', '106', '155', '204', '227', '261', '306', '337', '390', '428', '465', '488', '522', '553', '598', '640', '670', '708', '731', '765', '799', '818', '859', '890', '912', '950', '984', '1018', '1053', '1079', '1113', '1159', '1208', '1234', '1295', '1337', '1359', '1412', '1428', '1458', '1492', '1526', '1579', '1594', '1636', '1659', '1661', '1693']",-2132,5,Yes,TRUE,1,45,6,3,15CD,0.335730337,89,4.20752809,1,Friday1
0.48,2802,15770,1297,56,4,F,13,26,0.09,"['511', '1297']",1197,0,No,TRUE,0,45,20,4,20CD,5.11,1,2.89,0.75,Friday1
0.48,2802,15782,33,56,4,F,13,26,0.11,"['33', '1234']",1699,3,No,TRUE,0,45,20,4,20CD,12.34,1,-4.34,0.75,Friday1
0.48,2802,15784,1851,56,4,F,13,26,0.11,"['1401', '1851']",1751,4,No,TRUE,0,45,20,4,20CD,14.01,1,-6.01,0.75,Friday1
0.48,2802,15786,2153,56,4,F,13,26,0.12,"['799', '2153']",2053,5,No,TRUE,0,45,20,4,20CD,7.99,1,0.01,0.75,Friday1
0.63,2803,15792,1783,31,4,M,17,19,0.13,"['458', '859', '1242', '1783', '2147']",2236,0,No,TRUE,0,25,1,5,30CD,5.3675,4,1.1925,0.5,Friday1
0.63,2803,15794,390,31,4,M,17,19,0.15,"['390', '594']",2696,1,No,TRUE,0,25,1,5,30CD,5.075,4,1.035,0.5,Friday1
0.63,2803,15795,947,31,4,M,17,19,0.14,"['696', '947', '1181']",2566,2,No,TRUE,0,25,1,5,30CD,5.5575,4,0.5475,0.5,Friday1
0.63,2803,15797,1728,31,4,M,17,19,0.14,"['409', '1299', '1728', '1897']",2531,3,No,TRUE,0,25,1,5,30CD,5.802,5,-1.032,0.5,Friday1
0.63,2803,15799,1756,31,4,M,17,19,0.13,"['1064', '1534', '1756', '2128']",2328,4,No,TRUE,0,25,1,5,30CD,7.093333333,3,-1.08,0.5,Friday1
0.63,2803,15802,585,31,4,M,17,19,0.14,"['585', '969']",2516,5,No,TRUE,0,25,1,5,30CD,9.2,2,-2.54,0.5,Friday1
