total_bonus,session_id,round_id,anchor,age,education,gender,nfctotal,rpstotal,round_payment,checks,round_score,round_num,live,checkBonus,bonusMissed,durationEstimation,delayEstimation,gameMode,condition,deltaT,numChecks,deltaTtoRational,waitingTime,day
0.35,2359,13124,1749,30,5,M,37,44,0.13,"['299', '912', '1401', '1749', '2083']",2166,2,No,FALSE,2,20,1,5,30CD,4.166,5,1.774,0.5,Wednesday1
0.35,2359,13135,366,30,5,M,37,44,0.15,"['366', '397']",2869,3,No,FALSE,2,20,1,5,30CD,3.3975,4,2.9925,0.5,Wednesday1
0.35,2359,13143,2635,30,5,M,37,44,0.14,"['738', '2635']",2535,4,No,TRUE,2,20,1,5,30CD,7.38,1,0.62,0.5,Wednesday1
0.35,2359,13150,969,30,5,M,37,44,0.14,"['431', '969', '1306']",2463,5,No,TRUE,2,20,1,5,30CD,6.53,2,0.93,0.5,Wednesday1
0.47,2344,13009,2204,35,4,M,26,23,0.13,"['484', '772', '1075', '1575', '1988', '2204', '2321']",2283,0,No,FALSE,0,88,1,2,5CD,4.642,5,1.392,3,Wednesday1
0.47,2344,13032,249,35,4,M,26,23,0.14,"['238', '249', '560']",2489,1,No,TRUE,0,88,1,2,5CD,3.09625,8,2.62,3,Wednesday1
0.47,2344,13043,356,35,4,M,26,23,0.15,"['227', '356', '420']",2736,2,No,TRUE,0,88,1,2,5CD,1.719333333,15,3.699333333,3,Wednesday1
0.47,2344,13053,2713,35,4,M,26,23,0.07,"['143', '238', '386', '534', '628', '719', '795', '905', '1003', '1090', '1185', '1348', '1492', '1636', '1825', '1984', '2159', '2363', '2553', '2708', '2713', '2852']",761,3,No,TRUE,0,88,1,2,5CD,1.354,20,4.064,3,Wednesday1
0.47,2344,13108,1210,35,4,M,26,23,0.12,"['128', '295', '473', '594', '731', '837', '969', '1098', '1210', '1257']",2053,4,No,TRUE,0,88,1,2,5CD,1.489444444,18,3.705,3,Wednesday1
0.47,2344,13141,2119,35,4,M,26,23,0.1,"['117', '265', '401', '503', '628', '757', '890', '1060', '1196', '1325', '1515', '1708', '1882', '2018', '2119', '2178']",1441,5,No,TRUE,0,88,1,2,5CD,1.617647059,17,3.939411765,3,Wednesday1
0.46,2322,12850,1879,57,1,M,25,22,0.11,"['234', '435', '659', '878', '1098', '1268', '1481', '1678', '1844', '1879', '2037']",1742,0,No,FALSE,0,30,2,4,20CD,1.856,15,3.19,0.75,Wednesday1
0.46,2322,12975,2247,57,1,M,25,22,0.13,"['234', '719', '1280', '1875', '2247', '2545']",2202,1,No,TRUE,0,30,2,4,20CD,4.6875,4,2.115,0.75,Wednesday1
0.46,2322,13036,2482,57,1,M,25,22,0.13,"['397', '920', '1473', '2011', '2482', '2609']",2373,2,No,TRUE,0,30,2,4,20CD,5.0275,4,1.3525,0.75,Wednesday1
0.46,2322,13075,855,57,1,M,25,22,0.14,"['526', '855', '1056']",2599,3,No,TRUE,0,30,2,4,20CD,6.033333333,3,0.526666667,0.75,Wednesday1
0.46,2322,13174,1231,57,1,M,25,22,0.12,"['541', '1200', '1231', '1859']",2072,4,No,TRUE,0,30,2,4,20CD,6.196666667,3,0.683333333,0.75,Wednesday1
0.53,2371,13175,89,36,2,M,38,7,0.12,"['89', '890']",2099,0,No,TRUE,0,25,3,5,30CD,3.786666667,3,2.426666667,0.5,Wednesday1
0.53,2371,13184,2604,36,2,M,38,7,0.13,"['946', '1340', '1628', '2604']",2304,1,No,TRUE,0,25,3,5,30CD,8.14,2,-1.34,0.5,Wednesday1
0.53,2371,13195,2014,36,2,M,38,7,0.15,"['1549', '2014', '2034']",2780,2,No,TRUE,0,25,3,5,30CD,12.67,2,-6.69,0.5,Wednesday1
0.39,2374,13186,276,34,5,F,31,33,0.05,['276'],276,0,No,TRUE,1,1,3,2,5CD,0,1,8,3,Wednesday1
0.39,2374,13202,1053,34,5,F,31,33,0.08,['1053'],1053,1,No,TRUE,1,1,3,2,5CD,0,1,8,3,Wednesday1
0.39,2374,13215,2745,34,5,F,31,33,0.15,['2745'],2745,2,No,TRUE,1,1,3,2,5CD,0,1,8,3,Wednesday1
0.39,2374,13229,2367,34,5,F,31,33,0.13,"['746', '2367']",2267,3,No,FALSE,1,1,3,2,5CD,7.46,1,0.54,3,Wednesday1
0.39,2374,13245,1478,34,5,F,31,33,0.14,"['439', '909', '1310', '1478', '1678']",2400,4,No,TRUE,1,1,3,2,5CD,3.6125,8,1.06375,3,Wednesday1
0.39,2374,13256,2068,34,5,F,31,33,0.11,"['178', '375', '1015', '1446', '2068']",1668,5,No,TRUE,1,1,3,2,5CD,3.383333333,3,4.07,3,Wednesday1
0.44,2363,13132,2487,38,2,M,36,22,0.12,"['909', '1681', '2487']",2087,0,Yes,TRUE,1,30,19,3,15CD,9.09,1,-1.09,1,Wednesday1
0.44,2363,13212,2272,38,2,M,36,22,0.12,"['621', '1696', '2272']",2072,3,No,TRUE,1,30,19,3,15CD,6.21,1,1.79,1,Wednesday1
0.44,2363,13233,2987,38,2,M,36,22,0.15,"['590', '2571', '2987']",2787,4,No,TRUE,1,30,19,3,15CD,5.9,1,2.1,1,Wednesday1
0.44,2363,13249,971,38,2,M,36,22,0.09,"['371', '971', '2609']",1162,5,No,TRUE,1,30,19,3,15CD,3.71,1,4.29,1,Wednesday1
0.52,2376,13208,2303,21,3,M,45,26,0.13,"['1344', '2303']",2203,1,No,TRUE,0,24,1,4,20CD,13.44,1,-5.44,0.75,Wednesday1
0.52,2376,13220,1081,21,3,M,45,26,0.15,"['1081', '1121']",2860,2,No,TRUE,0,24,1,4,20CD,11.21,1,-3.21,0.75,Wednesday1
0.52,2376,13226,1538,21,3,M,45,26,0.1,['1538'],1538,3,No,TRUE,0,24,1,4,20CD,0,1,8,0.75,Wednesday1
0.52,2376,13248,891,21,3,M,45,26,0.13,"['891', '1507']",2284,5,No,TRUE,0,24,1,4,20CD,6.273333333,3,-0.74,0.75,Wednesday1
0.62,2377,13199,2187,29,3,M,17,59,0.11,"['708', '1090', '2166', '2187']",1687,0,No,FALSE,0,90,1,5,30CD,5.415,4,-0.565,0.5,Wednesday1
0.62,2377,13227,373,29,3,M,17,59,0.16,"['373', '378']",2895,1,No,TRUE,0,90,1,5,30CD,5.49,2,1.97,0.5,Wednesday1
0.62,2377,13240,1188,29,3,M,17,59,0.15,"['473', '734', '1188', '1200']",2688,2,No,TRUE,0,90,1,5,30CD,3.835,4,2.855,0.5,Wednesday1
0.62,2377,13266,284,29,3,M,17,59,0.14,"['234', '284', '428']",2456,3,Yes,TRUE,0,90,1,5,30CD,3.27,3,4.183333333,0.5,Wednesday1
0.62,2377,13276,179,29,3,M,17,59,0.15,"['179', '196']",2683,4,Yes,TRUE,0,90,1,5,30CD,4.28,4,2.61,0.5,Wednesday1
0.62,2377,13285,1828,29,3,M,17,59,0.11,"['367', '867', '1636', '1828', '2655']",1773,5,No,TRUE,0,90,1,5,30CD,8.85,3,-2.326666667,0.5,Wednesday1
0.48,2380,13232,890,36,4,M,27,27,0.13,"['212', '428', '625', '803', '890', '1000']",2190,0,Yes,TRUE,0,12,2,2,5CD,2.601428571,7,3.958571429,3,Wednesday1
0.48,2380,13246,2637,36,4,M,27,27,0.1,"['200', '356', '503', '647', '810', '962', '1132', '1306', '1500', '2637']",1537,1,Yes,TRUE,0,12,2,2,5CD,1.6325,8,4.8175,3,Wednesday1
0.48,2380,13259,1018,36,4,M,27,27,0.13,"['299', '488', '670', '844', '1018', '1037']",2281,2,Yes,TRUE,0,12,2,2,5CD,2.391428571,7,3.954285714,3,Wednesday1
0.48,2380,13270,1640,36,4,M,27,27,0.12,"['409', '727', '1056', '1435', '1640', '1844']",2096,3,Yes,TRUE,0,12,2,2,5CD,3.688,5,2.588,3,Wednesday1
0.48,2380,13283,1825,36,4,M,27,27,0.11,"['352', '787', '1215', '1734', '1825', '2291']",1834,4,Yes,TRUE,0,12,2,2,5CD,4.335,4,2.355,3,Wednesday1
0.48,2380,13296,2475,36,4,M,27,27,0.11,"['469', '920', '1378', '1844', '2333', '2475']",1775,5,Yes,TRUE,0,12,2,2,5CD,4.61,4,1.775,3,Wednesday1
0.6,2383,13243,2213,29,3,F,45,12,0.13,"['261', '715', '1147', '1541', '1912', '2213', '2291']",2322,0,No,FALSE,0,11,20,5,30CD,3.717142857,7,1.914285714,0.5,Wednesday1
0.6,2383,13264,84,29,3,F,45,12,0.15,"['84', '306']",2678,1,No,TRUE,0,11,20,5,30CD,3.22375,8,2.1275,0.5,Wednesday1
0.6,2383,13277,1980,29,3,F,45,12,0.12,"['79', '363', '670', '833', '1136', '1329', '1696', '1867', '1980', '2143']",1937,2,No,TRUE,0,11,20,5,30CD,2.289090909,11,3.199090909,0.5,Wednesday1
0.6,2383,13302,278,29,3,F,45,12,0.15,"['278', '530']",2648,3,No,TRUE,0,11,20,5,30CD,2.975555556,9,2.242222222,0.5,Wednesday1
0.6,2383,13316,728,29,3,F,45,12,0.13,"['280', '484', '712', '728', '1007']",2321,4,No,TRUE,0,11,20,5,30CD,2.78875,8,3.20625,0.5,Wednesday1
0.6,2383,13332,929,29,3,F,45,12,0.14,"['200', '401', '606', '806', '929', '1022']",2407,5,No,TRUE,0,11,20,5,30CD,2.28,10,3.638,0.5,Wednesday1
0.46,2381,13241,812,51,2,F,40,8,0.12,"['132', '287', '481', '617', '757', '812', '954']",2058,0,Yes,FALSE,1,12,6,3,15CD,2.108333333,12,3.713333333,1,Wednesday1
0.46,2381,13257,2356,51,2,F,40,8,0.1,"['113', '272', '446', '647', '806', '950', '1162', '1359', '1594', '1723', '1912', '2037', '2246', '2356', '2420']",1536,1,No,FALSE,1,12,6,3,15CD,1.728571429,14,3.926428571,1,Wednesday1
0.46,2381,13294,441,51,2,F,40,8,0.14,"['102', '227', '348', '441', '488']",2553,2,No,TRUE,1,12,6,3,15CD,1.456111111,18,3.966666667,1,Wednesday1
0.46,2381,13307,529,51,2,F,40,8,0.14,"['128', '257', '443', '529', '670']",2459,3,No,TRUE,1,12,6,3,15CD,2.1275,12,3.585833333,1,Wednesday1
0.46,2381,13319,1138,51,2,F,40,8,0.14,"['212', '439', '643', '893', '1138', '1147']",2491,4,No,TRUE,1,12,6,3,15CD,2.292727273,11,3.253636364,1,Wednesday1
0.46,2381,13331,2727,51,2,F,40,8,0.11,"['159', '393', '628', '909', '1155', '1344', '1598', '1818', '2064', '2265', '2503', '2727', '2731']",1796,5,No,TRUE,1,12,6,3,15CD,2.275454545,11,3.355454545,1,Wednesday1
0.54,2375,13192,595,43,4,M,18,23,0.14,"['215', '481', '595', '829']",2466,0,No,FALSE,0,29,1,3,15CD,3.32375,8,2.505,1,Wednesday1
0.54,2375,13203,2158,43,4,M,18,23,0.12,"['212', '537', '852', '1231', '1484', '1810', '2106', '2158', '2454']",1904,1,No,TRUE,0,29,1,3,15CD,3.0675,8,2.7175,1,Wednesday1
0.54,2375,13217,2278,43,4,M,18,23,0.13,"['170', '462', '821', '1068', '1382', '1753', '2083', '2278', '2314']",2164,2,No,TRUE,0,29,1,3,15CD,2.8925,8,2.84,1,Wednesday1
0.54,2375,13230,484,43,4,M,18,23,0.14,"['140', '393', '484', '704']",2480,3,No,TRUE,0,29,1,3,15CD,3.09625,8,2.90125,1,Wednesday1
0.54,2375,13254,1271,43,4,M,18,23,0.13,"['162', '386', '613', '825', '1056', '1261', '1271', '1443']",2128,4,No,TRUE,0,29,1,3,15CD,2.001538462,13,3.349230769,1,Wednesday1
0.54,2375,13267,1697,43,4,M,18,23,0.13,"['174', '405', '712', '962', '1242', '1518', '1697', '1795']",2202,5,No,TRUE,0,29,1,3,15CD,2.4,11,2.94,1,Wednesday1
0.53,2364,13131,1596,34,2,M,32,22,0.15,"['882', '1596', '1609']",2787,0,No,FALSE,0,90,20,4,20CD,8.045,2,-1.245,0.75,Wednesday1
0.53,2364,13164,1852,34,2,M,32,22,0.1,"['738', '1276', '1780', '1852']",1552,1,No,TRUE,0,90,20,4,20CD,6.38,2,0.68,0.75,Wednesday1
0.53,2364,13193,1041,34,2,M,32,22,0.14,"['522', '916', '1041', '1280']",2461,2,No,TRUE,0,90,20,4,20CD,3.538571429,7,1.904285714,0.75,Wednesday1
0.53,2364,13222,2326,34,2,M,32,22,0.12,"['518', '833', '1102', '1375', '1674', '1962', '2223', '2326', '2515']",2011,3,No,TRUE,0,90,20,4,20CD,3.175714286,7,2.407142857,0.75,Wednesday1
0.53,2364,13273,1490,34,2,M,32,22,0.14,"['458', '840', '1170', '1490', '1500']",2590,4,No,TRUE,0,90,20,4,20CD,3.37,7,2.212857143,0.75,Wednesday1
0.53,2364,13314,2615,34,2,M,32,22,0.12,"['545', '848', '1143', '1420', '1715', '2000', '2265', '2537', '2615', '2829']",1886,5,No,TRUE,0,90,20,4,20CD,3.17125,8,2.17375,0.75,Wednesday1
0.57,2382,13258,2277,21,2,F,27,25,0.1,"['234', '443', '647', '821', '954', '1166', '1291', '1515', '1670', '1821', '2018', '2257', '2277', '2488']",1489,0,No,TRUE,0,14,1,4,20CD,1.91,14,3.457857143,0.75,Wednesday1
0.57,2382,13278,414,21,2,F,27,25,0.15,"['299', '414', '484']",2730,1,No,TRUE,0,14,1,4,20CD,2.53,10,2.967,0.75,Wednesday1
0.57,2382,13287,2090,21,2,F,27,25,0.12,"['287', '518', '795', '1056', '1484', '1738', '1897', '2090', '2344']",1946,2,No,TRUE,0,14,1,4,20CD,2.907777778,9,2.656666667,0.75,Wednesday1
0.57,2382,13315,1322,21,2,F,27,25,0.14,"['518', '848', '1322', '1583']",2439,3,No,TRUE,0,14,1,4,20CD,5.4725,4,0.81,0.75,Wednesday1
0.57,2382,13327,2534,21,2,F,27,25,0.12,"['356', '746', '1272', '1685', '2155', '2458', '2534', '2761']",2073,4,No,TRUE,0,14,1,4,20CD,4.096666667,6,1.598333333,0.75,Wednesday1
0.57,2382,13344,1906,21,2,F,27,25,0.13,"['276', '613', '1018', '1424', '1742', '1906', '2147']",2159,5,No,TRUE,0,14,1,4,20CD,3.295,8,2.07,0.75,Wednesday1
0.54,2386,13262,1639,35,3,M,33,15,0.09,"['1340', '1639']",1339,0,Yes,FALSE,0,40,2,2,5CD,13.4,1,-5.4,3,Wednesday1
0.54,2386,13284,2485,35,3,M,33,15,0.13,"['1000', '2053', '2485']",2285,1,No,TRUE,0,40,2,2,5CD,10,1,-2,3,Wednesday1
0.54,2386,13304,1402,35,3,M,33,15,0.12,"['1295', '1402', '2280']",1922,2,No,TRUE,0,40,2,2,5CD,12.95,1,-4.95,3,Wednesday1
0.54,2386,13356,186,35,3,M,33,15,0.11,"['186', '1321']",1765,5,No,TRUE,0,40,2,2,5CD,13.21,1,-5.21,3,Wednesday1
0.45,2392,13295,790,21,2,F,35,53,0.13,"['712', '790', '1439']",2151,0,No,FALSE,1,20,5,2,5CD,7.195,2,-0.135,3,Wednesday1
0.45,2392,13309,1476,21,2,F,35,53,0.13,"['662', '1219', '1476', '1981']",2195,1,No,TRUE,1,20,5,2,5CD,6.095,2,0.965,3,Wednesday1
0.45,2392,13324,2438,21,2,F,35,53,0.14,"['674', '1325', '1943', '2438', '2556']",2482,2,No,TRUE,1,20,5,2,5CD,6.476666667,3,0.113333333,3,Wednesday1
0.45,2392,13339,2070,21,2,F,35,53,0.12,"['583', '1071', '1420', '1719', '2053', '2070', '2356']",2114,3,No,TRUE,1,20,5,2,5CD,3.926666667,6,1.513333333,3,Wednesday1
0.45,2392,13357,1719,21,2,F,35,53,0.13,"['606', '810', '984', '1196', '1409', '1643', '1719', '1863']",2156,4,No,TRUE,1,20,5,2,5CD,2.42,11,2.653636364,3,Wednesday1
0.45,2392,13383,780,21,2,F,35,53,0.15,"['443', '700', '780', '799']",2681,5,No,FALSE,1,20,5,2,5CD,1.099615385,26,3.413461538,3,Wednesday1
0.54,2388,13289,535,30,5,M,45,23,0.12,"['535', '1329']",2106,0,No,TRUE,0,22,17,4,20CD,13.29,1,-5.29,0.75,Wednesday1
0.54,2388,13305,2750,30,5,M,45,23,0.14,"['1045', '1829', '2541', '2750']",2450,1,No,TRUE,0,22,17,4,20CD,9.145,2,-2.485,0.75,Wednesday1
0.54,2388,13322,1099,30,5,M,45,23,0.15,"['1099', '1185']",2814,2,No,TRUE,0,22,17,4,20CD,11.85,1,-3.85,0.75,Wednesday1
0.54,2388,13336,1445,30,5,M,45,23,0.11,"['1003', '1445', '2409']",1836,3,No,TRUE,0,22,17,4,20CD,10.03,1,-2.03,0.75,Wednesday1
0.54,2388,13394,850,30,5,M,45,23,0.13,"['850', '1469']",2281,5,No,TRUE,0,22,17,4,20CD,14.69,1,-6.69,0.75,Wednesday1
0.33,2395,13298,2836,42,5,M,28,34,0.13,"['371', '753', '1143', '1701', '1889', '2465', '2836']",2236,0,No,FALSE,2,3,3,5,30CD,3.778,5,2.242,0.5,Wednesday1
0.33,2395,13360,2172,42,5,M,28,34,0.11,"['1031', '2172']",1872,1,Yes,FALSE,2,3,3,5,30CD,10.31,1,-2.31,0.5,Wednesday1
0.33,2395,13375,2393,42,5,M,28,34,0.12,"['1151', '2178', '2393']",1993,2,Yes,FALSE,2,3,3,5,30CD,11.51,1,-3.51,0.5,Wednesday1
0.33,2395,13389,2610,42,5,M,28,34,0.15,"['1409', '2610', '2696']",2714,3,No,TRUE,2,3,3,5,30CD,14.09,1,-6.09,0.5,Wednesday1
0.33,2395,13420,2442,42,5,M,28,34,0.14,"['1007', '1996', '2442', '2681']",2461,5,No,TRUE,2,3,3,5,30CD,9.98,2,-3.32,0.5,Wednesday1
0.55,2405,13358,2311,41,3,F,13,15,0.12,['2311'],2111,0,Yes,FALSE,0,20,1,3,15CD,0,1,8,1,Wednesday1
0.55,2405,13384,434,41,3,F,13,15,0.12,"['401', '434', '1121']",2113,1,No,TRUE,0,20,1,3,15CD,6.173333333,3,0.48,1,Wednesday1
0.55,2405,13392,325,41,3,F,13,15,0.12,"['265', '325', '1015']",2110,2,No,TRUE,0,20,1,3,15CD,6.02,3,0.82,1,Wednesday1
0.55,2405,13400,2468,41,3,F,13,15,0.12,"['185', '810', '1526', '2443', '2468']",2068,3,No,TRUE,0,20,1,3,15CD,5.086666667,3,2.006666667,1,Wednesday1
0.55,2405,13419,2055,41,3,F,13,15,0.14,"['496', '1492', '2055', '2151']",2604,4,No,TRUE,0,20,1,3,15CD,9.57,3,-3.023333333,1,Wednesday1
0.55,2405,13427,1596,41,3,F,13,15,0.13,"['231', '571', '1215', '1596', '2068']",2128,5,No,TRUE,0,20,1,3,15CD,5.17,4,1.79,1,Wednesday1
0.61,2400,13325,320,43,3,F,28,27,0.15,"['320', '553']",2667,0,No,TRUE,0,50,2,4,20CD,4.302,5,1.632,0.75,Wednesday1
0.61,2400,13341,2214,43,3,F,28,27,0.13,"['329', '655', '871', '1287', '1852', '2214', '2412']",2202,1,No,TRUE,0,50,2,4,20CD,3.704,5,2.81,0.75,Wednesday1
0.61,2400,13363,1484,43,3,F,28,27,0.14,"['231', '640', '1109', '1484', '1606']",2478,2,No,TRUE,0,50,2,4,20CD,4.015,4,2.705,0.75,Wednesday1
0.61,2400,13378,824,43,3,F,28,27,0.15,"['534', '824', '935']",2689,3,No,TRUE,0,50,2,4,20CD,4.4025,4,1.9075,0.75,Wednesday1
0.61,2400,13410,2567,43,3,F,28,27,0.13,"['227', '753', '1219', '1969', '2567', '2727']",2340,4,No,TRUE,0,50,2,4,20CD,4.9225,4,1.8975,0.75,Wednesday1
0.61,2400,13430,2950,43,3,F,28,27,0.14,"['386', '727', '1234', '1833', '2431', '2950']",2450,5,No,TRUE,0,50,2,4,20CD,4.5825,4,2.1775,0.75,Wednesday1
0.55,2401,13364,1420,28,2,F,27,27,0.13,"['242', '416', '628', '863', '1030', '1280', '1420', '1500']",2220,0,No,TRUE,0,20,15,5,30CD,2.120833333,12,3.403333333,0.5,Wednesday1
0.55,2401,13386,2325,28,2,F,27,27,0.11,"['227', '424', '651', '871', '1098', '1325', '1560', '1810', '2037', '2318', '2325', '2575']",1650,1,No,TRUE,0,20,15,5,30CD,2.340909091,11,3.21,0.5,Wednesday1
0.55,2401,13405,1673,28,2,F,27,27,0.12,"['227', '446', '666', '893', '1143', '1386', '1621', '1673', '1833']",2040,2,No,TRUE,0,20,15,5,30CD,2.348181818,11,3.138181818,0.5,Wednesday1
0.55,2401,13423,179,28,2,F,27,27,0.15,"['179', '212']",2867,3,No,TRUE,0,20,15,5,30CD,2.217272727,11,3.394545455,0.5,Wednesday1
0.55,2401,13433,599,28,2,F,27,27,0.14,"['196', '386', '560', '599', '765']",2434,4,No,TRUE,0,20,15,5,30CD,2.051666667,12,3.4525,0.5,Wednesday1
0.55,2401,13444,1893,28,2,F,27,27,0.12,"['204', '409', '613', '803', '1022', '1234', '1484', '1734', '1893', '1977']",2016,5,No,TRUE,0,20,15,5,30CD,2.133333333,12,3.296666667,0.5,Wednesday1
0.56,2404,13354,1120,42,4,F,26,22,0.08,"['522', '1011', '1120']",920,0,No,TRUE,0,20,5,2,5CD,5.22,1,2.78,3,Wednesday1
0.56,2404,13381,2668,42,4,F,26,22,0.14,['2668'],2468,1,Yes,TRUE,0,20,5,2,5CD,0,1,8,3,Wednesday1
0.56,2404,13426,2168,42,4,F,26,22,0.12,['2168'],1968,4,Yes,TRUE,0,20,5,2,5CD,0,1,8,3,Wednesday1
0.56,2404,13437,232,42,4,F,26,22,0.13,"['232', '833']",2299,5,No,TRUE,0,20,5,2,5CD,8.33,1,-0.33,3,Wednesday1
0.32,2410,13425,1516,60,4,F,34,33,0.11,"['405', '1056', '1516', '2496']",1720,0,No,TRUE,1,15,10,2,5CD,5.28,2,2.18,3,Wednesday1
0.32,2410,13435,2085,60,4,F,34,33,0.14,"['204', '1265', '2085', '2303']",2482,1,No,FALSE,1,15,10,2,5CD,6.325,2,1.395,3,Wednesday1
0.32,2410,13442,1251,60,4,F,34,33,0.15,"['500', '1251', '1367']",2684,2,No,TRUE,1,15,10,2,5CD,6.835,2,0.485,3,Wednesday1
0.32,2410,13447,296,60,4,F,34,33,0.04,['296'],96,3,Yes,TRUE,1,15,10,2,5CD,0,1,8,3,Wednesday1
0.32,2410,13455,267,60,4,F,34,33,0.13,"['267', '818']",2349,4,No,TRUE,1,15,10,2,5CD,8.18,1,-0.18,3,Wednesday1
0.32,2410,13458,1484,60,4,F,34,33,0.09,"['1049', '1261', '1484']",1284,5,No,TRUE,1,15,10,2,5CD,10.49,1,-2.49,3,Wednesday1
0.42,2406,13366,2354,62,3,F,35,27,0.13,"['1321', '2354']",2254,0,No,FALSE,0,10,17,4,20CD,13.21,1,-5.21,0.75,Wednesday1
0.42,2406,13421,1755,62,3,F,35,27,0.11,"['1428', '1755']",1655,2,No,TRUE,0,10,17,4,20CD,14.28,1,-6.28,0.75,Wednesday1
0.42,2406,13438,1998,62,3,F,35,27,0.11,['1998'],1798,3,Yes,TRUE,0,10,17,4,20CD,0,1,8,0.75,Wednesday1
0.42,2406,13451,1773,62,3,F,35,27,0.11,"['1420', '1773']",1673,5,No,TRUE,0,10,17,4,20CD,14.2,1,-6.2,0.75,Wednesday1
0.57,2416,13452,2609,35,1,F,15,15,0.13,"['719', '1704', '2602', '2609']",2309,0,No,TRUE,0,60,5,2,5CD,8.52,2,-1.46,3,Wednesday1
0.57,2416,13464,2239,35,1,F,15,15,0.12,"['310', '734', '1477', '2178', '2239', '2617']",2122,1,No,TRUE,0,60,5,2,5CD,5.445,4,1.135,3,Wednesday1
0.57,2416,13474,2199,35,1,F,15,15,0.12,"['174', '571', '1223', '2143', '2199', '2787']",1912,2,No,TRUE,0,60,5,2,5CD,5.3575,4,1.6025,3,Wednesday1
0.57,2416,13490,767,35,1,F,15,15,0.13,"['223', '765', '767', '1295']",2172,3,No,TRUE,0,60,5,2,5CD,4.8275,4,1.905,3,Wednesday1
0.57,2416,13500,991,35,1,F,15,15,0.13,"['242', '738', '991', '1416']",2275,4,No,TRUE,0,60,5,2,5CD,5.625,4,1.09,3,Wednesday1
0.57,2416,13513,245,35,1,F,15,15,0.15,"['245', '310']",2835,5,No,TRUE,0,60,5,2,5CD,5.2825,4,1.33,3,Wednesday1
0.61,2417,13457,315,27,4,M,21,28,0.15,"['315', '488']",2727,0,No,FALSE,0,30,15,3,15CD,6.463333333,3,0.096666667,1,Wednesday1
0.61,2417,13468,1734,27,4,M,21,28,0.12,"['359', '674', '962', '1204', '1390', '1659', '1734', '2007']",2027,1,No,TRUE,0,30,15,3,15CD,2.853333333,9,2.657777778,1,Wednesday1
0.61,2417,13477,1048,27,4,M,21,28,0.15,"['284', '632', '1048', '1113']",2635,2,No,TRUE,0,30,15,3,15CD,3.888333333,6,2.115,1,Wednesday1
0.61,2417,13487,380,27,4,M,21,28,0.14,"['325', '380', '731']",2449,3,No,TRUE,0,30,15,3,15CD,3.802857143,7,1.855714286,1,Wednesday1
0.61,2417,13494,284,27,4,M,21,28,0.15,"['284', '310']",2874,4,No,TRUE,0,30,15,3,15CD,3.4325,8,1.7625,1,Wednesday1
0.61,2417,13501,2612,27,4,M,21,28,0.13,"['261', '625', '1003', '1435', '1803', '2147', '2443', '2612', '2666']",2146,5,No,TRUE,0,30,15,3,15CD,3.3325,8,1.995,1,Wednesday1
0.6,2424,13483,944,37,2,F,29,25,0.11,"['844', '944', '1871']",1873,0,No,FALSE,0,20,20,4,20CD,8.44,1,-0.44,0.75,Wednesday1
0.6,2424,13495,1349,37,2,F,29,25,0.15,"['878', '1349', '1462']",2687,1,No,TRUE,0,20,20,4,20CD,7.31,2,-0.51,0.75,Wednesday1
0.6,2424,13506,1548,37,2,F,29,25,0.13,"['681', '1548', '2185']",2163,2,No,TRUE,0,20,20,4,20CD,6.81,1,1.19,0.75,Wednesday1
0.6,2424,13516,2929,37,2,F,29,25,0.15,"['1079', '2200', '2929']",2729,3,No,TRUE,0,20,20,4,20CD,10.79,1,-2.79,0.75,Wednesday1
0.52,2423,13484,1507,26,4,F,31,21,0.1,"['106', '276', '397', '545', '712', '856', '946', '1083', '1204', '1329', '1450', '1507', '1545']",1562,0,Yes,FALSE,0,25,1,3,15CD,1.23,23,3.631304348,1,Wednesday1
0.52,2423,13496,1885,26,4,F,31,21,0.09,"['113', '166', '246', '359', '522', '708', '776', '856', '1026', '1193', '1321', '1397', '1473', '1594', '1678', '1776', '1885', '1905']",1280,1,No,TRUE,0,25,1,3,15CD,1.1224,25,3.96,1,Wednesday1
0.52,2423,13510,1853,26,4,F,31,21,0.14,"['261', '659', '1102', '1534', '1853', '1897']",2456,2,No,TRUE,0,25,1,3,15CD,3.581428571,7,1.978571429,1,Wednesday1
0.52,2423,13519,2196,26,4,F,31,21,0.13,"['439', '674', '1018', '1359', '1689', '2018', '2196', '2257']",2239,3,No,TRUE,0,25,1,3,15CD,3.27625,8,2.17375,1,Wednesday1
0.52,2423,13530,2309,26,4,F,31,21,0.12,"['303', '765', '1314', '1848', '2299', '2309', '2689']",2020,4,No,TRUE,0,25,1,3,15CD,4.598,5,1.54,1,Wednesday1
0.52,2423,13539,2739,26,4,F,31,21,0.14,"['522', '1488', '2348', '2739']",2439,5,No,TRUE,0,25,1,3,15CD,7.44,2,-0.12,1,Wednesday1
0.53,2412,13429,754,44,4,F,34,24,0.13,"['496', '754', '1378']",2176,0,No,TRUE,0,23,1,4,20CD,6.35,3,0.296666667,0.75,Wednesday1
0.53,2412,13440,2128,44,4,F,34,24,0.11,"['450', '1325', '1981', '2128']",1828,1,No,TRUE,0,23,1,4,20CD,6.625,2,0.835,0.75,Wednesday1
0.53,2412,13450,1489,44,4,F,34,24,0.12,"['723', '1397', '1489', '2284']",1905,2,No,TRUE,0,23,1,4,20CD,6.985,2,0.075,0.75,Wednesday1
